"step","time","S","I","R"
4129,4129,17439,0,82571
4130,4130,17439,0,82571
4131,4131,17439,0,82571
4132,4132,17439,0,82571
4133,4133,17439,0,82571
4134,4134,17439,0,82571
4135,4135,17439,0,82571
4136,4136,17439,0,82571
4137,4137,17439,0,82571
4138,4138,17439,0,82571
4139,4139,17439,0,82571
4140,4140,17439,0,82571
4141,4141,17439,0,82571
4142,4142,17439,0,82571
4143,4143,17439,0,82571
4144,4144,17439,0,82571
4145,4145,17439,0,82571
4146,4146,17439,0,82571
4147,4147,17439,0,82571
4148,4148,17439,0,82571
4149,4149,17439,0,82571
4150,4150,17439,0,82571
4151,4151,17439,0,82571
4152,4152,17439,0,82571
4153,4153,17439,0,82571
4154,4154,17439,0,82571
4155,4155,17439,0,82571
4156,4156,17439,0,82571
4157,4157,17439,0,82571
4158,4158,17439,0,82571
4159,4159,17439,0,82571
4160,4160,17439,0,82571
4161,4161,17439,0,82571
4162,4162,17439,0,82571
4163,4163,17439,0,82571
4164,4164,17439,0,82571
4165,4165,17439,0,82571
4166,4166,17439,0,82571
4167,4167,17439,0,82571
4168,4168,17439,0,82571
4169,4169,17439,0,82571
4170,4170,17439,0,82571
4171,4171,17439,0,82571
4172,4172,17439,0,82571
4173,4173,17439,0,82571
4174,4174,17439,0,82571
4175,4175,17439,0,82571
4176,4176,17439,0,82571
4177,4177,17439,0,82571
4178,4178,17439,0,82571
4179,4179,17439,0,82571
4180,4180,17439,0,82571
4181,4181,17439,0,82571
4182,4182,17439,0,82571
4183,4183,17439,0,82571
4184,4184,17439,0,82571
4185,4185,17439,0,82571
4186,4186,17439,0,82571
4187,4187,17439,0,82571
4188,4188,17439,0,82571
4189,4189,17439,0,82571
4190,4190,17439,0,82571
4191,4191,17439,0,82571
4192,4192,17439,0,82571
4193,4193,17439,0,82571
4194,4194,17439,0,82571
4195,4195,17439,0,82571
4196,4196,17439,0,82571
4197,4197,17439,0,82571
4198,4198,17439,0,82571
4199,4199,17439,0,82571
4200,4200,17439,0,82571
4201,4201,17439,0,82571
4202,4202,17439,0,82571
4203,4203,17439,0,82571
4204,4204,17439,0,82571
4205,4205,17439,0,82571
4206,4206,17439,0,82571
4207,4207,17439,0,82571
4208,4208,17439,0,82571
4209,4209,17439,0,82571
4210,4210,17439,0,82571
4211,4211,17439,0,82571
4212,4212,17439,0,82571
4213,4213,17439,0,82571
4214,4214,17439,0,82571
4215,4215,17439,0,82571
4216,4216,17439,0,82571
4217,4217,17439,0,82571
4218,4218,17439,0,82571
4219,4219,17439,0,82571
4220,4220,17439,0,82571
4221,4221,17439,0,82571
4222,4222,17439,0,82571
4223,4223,17439,0,82571
4224,4224,17439,0,82571
4225,4225,17439,0,82571
4226,4226,17439,0,82571
4227,4227,17439,0,82571
4228,4228,17439,0,82571
4229,4229,17439,0,82571
4230,4230,17439,0,82571
4231,4231,17439,0,82571
4232,4232,17439,0,82571
4233,4233,17439,0,82571
4234,4234,17439,0,82571
4235,4235,17439,0,82571
4236,4236,17439,0,82571
4237,4237,17439,0,82571
4238,4238,17439,0,82571
4239,4239,17439,0,82571
4240,4240,17439,0,82571
4241,4241,17439,0,82571
4242,4242,17439,0,82571
4243,4243,17439,0,82571
4244,4244,17439,0,82571
4245,4245,17439,0,82571
4246,4246,17439,0,82571
4247,4247,17439,0,82571
4248,4248,17439,0,82571
4249,4249,17439,0,82571
4250,4250,17439,0,82571
4251,4251,17439,0,82571
4252,4252,17439,0,82571
4253,4253,17439,0,82571
4254,4254,17439,0,82571
4255,4255,17439,0,82571
4256,4256,17439,0,82571
4257,4257,17439,0,82571
4258,4258,17439,0,82571
4259,4259,17439,0,82571
4260,4260,17439,0,82571
4261,4261,17439,0,82571
4262,4262,17439,0,82571
4263,4263,17439,0,82571
4264,4264,17439,0,82571
4265,4265,17439,0,82571
4266,4266,17439,0,82571
4267,4267,17439,0,82571
4268,4268,17439,0,82571
4269,4269,17439,0,82571
4270,4270,17439,0,82571
4271,4271,17439,0,82571
4272,4272,17439,0,82571
4273,4273,17439,0,82571
4274,4274,17439,0,82571
4275,4275,17439,0,82571
4276,4276,17439,0,82571
4277,4277,17439,0,82571
4278,4278,17439,0,82571
4279,4279,17439,0,82571
4280,4280,17439,0,82571
4281,4281,17439,0,82571
4282,4282,17439,0,82571
4283,4283,17439,0,82571
4284,4284,17439,0,82571
4285,4285,17439,0,82571
4286,4286,17439,0,82571
4287,4287,17439,0,82571
4288,4288,17439,0,82571
4289,4289,17439,0,82571
4290,4290,17439,0,82571
4291,4291,17439,0,82571
4292,4292,17439,0,82571
4293,4293,17439,0,82571
4294,4294,17439,0,82571
4295,4295,17439,0,82571
4296,4296,17439,0,82571
4297,4297,17439,0,82571
4298,4298,17439,0,82571
4299,4299,17439,0,82571
4300,4300,17439,0,82571
4301,4301,17439,0,82571
4302,4302,17439,0,82571
4303,4303,17439,0,82571
4304,4304,17439,0,82571
4305,4305,17439,0,82571
4306,4306,17439,0,82571
4307,4307,17439,0,82571
4308,4308,17439,0,82571
4309,4309,17439,0,82571
4310,4310,17439,0,82571
4311,4311,17439,0,82571
4312,4312,17439,0,82571
4313,4313,17439,0,82571
4314,4314,17439,0,82571
4315,4315,17439,0,82571
4316,4316,17439,0,82571
4317,4317,17439,0,82571
4318,4318,17439,0,82571
4319,4319,17439,0,82571
4320,4320,17439,0,82571
4321,4321,17439,0,82571
4322,4322,17439,0,82571
4323,4323,17439,0,82571
4324,4324,17439,0,82571
4325,4325,17439,0,82571
4326,4326,17439,0,82571
4327,4327,17439,0,82571
4328,4328,17439,0,82571
4329,4329,17439,0,82571
4330,4330,17439,0,82571
4331,4331,17439,0,82571
4332,4332,17439,0,82571
4333,4333,17439,0,82571
4334,4334,17439,0,82571
4335,4335,17439,0,82571
4336,4336,17439,0,82571
4337,4337,17439,0,82571
4338,4338,17439,0,82571
4339,4339,17439,0,82571
4340,4340,17439,0,82571
4341,4341,17439,0,82571
4342,4342,17439,0,82571
4343,4343,17439,0,82571
4344,4344,17439,0,82571
4345,4345,17439,0,82571
4346,4346,17439,0,82571
4347,4347,17439,0,82571
4348,4348,17439,0,82571
4349,4349,17439,0,82571
4350,4350,17439,0,82571
4351,4351,17439,0,82571
4352,4352,17439,0,82571
4353,4353,17439,0,82571
4354,4354,17439,0,82571
4355,4355,17439,0,82571
4356,4356,17439,0,82571
4357,4357,17439,0,82571
4358,4358,17439,0,82571
4359,4359,17439,0,82571
4360,4360,17439,0,82571
4361,4361,17439,0,82571
4362,4362,17439,0,82571
4363,4363,17439,0,82571
4364,4364,17439,0,82571
4365,4365,17439,0,82571
4366,4366,17439,0,82571
4367,4367,17439,0,82571
4368,4368,17439,0,82571
4369,4369,17439,0,82571
4370,4370,17439,0,82571
4371,4371,17439,0,82571
4372,4372,17439,0,82571
4373,4373,17439,0,82571
4374,4374,17439,0,82571
4375,4375,17439,0,82571
4376,4376,17439,0,82571
4377,4377,17439,0,82571
4378,4378,17439,0,82571
4379,4379,17439,0,82571
4380,4380,17439,0,82571
4381,4381,17439,0,82571
4382,4382,17439,0,82571
4383,4383,17439,0,82571
4384,4384,17439,0,82571
4385,4385,17439,0,82571
4386,4386,17439,0,82571
4387,4387,17439,0,82571
4388,4388,17439,0,82571
4389,4389,17439,0,82571
4390,4390,17439,0,82571
4391,4391,17439,0,82571
4392,4392,17439,0,82571
4393,4393,17439,0,82571
4394,4394,17439,0,82571
4395,4395,17439,0,82571
4396,4396,17439,0,82571
4397,4397,17439,0,82571
4398,4398,17439,0,82571
4399,4399,17439,0,82571
4400,4400,17439,0,82571
4401,4401,17439,0,82571
4402,4402,17439,0,82571
4403,4403,17439,0,82571
4404,4404,17439,0,82571
4405,4405,17439,0,82571
4406,4406,17439,0,82571
4407,4407,17439,0,82571
4408,4408,17439,0,82571
4409,4409,17439,0,82571
4410,4410,17439,0,82571
4411,4411,17439,0,82571
4412,4412,17439,0,82571
4413,4413,17439,0,82571
4414,4414,17439,0,82571
4415,4415,17439,0,82571
4416,4416,17439,0,82571
4417,4417,17439,0,82571
4418,4418,17439,0,82571
4419,4419,17439,0,82571
4420,4420,17439,0,82571
4421,4421,17439,0,82571
4422,4422,17439,0,82571
4423,4423,17439,0,82571
4424,4424,17439,0,82571
4425,4425,17439,0,82571
4426,4426,17439,0,82571
4427,4427,17439,0,82571
4428,4428,17439,0,82571
4429,4429,17439,0,82571
4430,4430,17439,0,82571
4431,4431,17439,0,82571
4432,4432,17439,0,82571
4433,4433,17439,0,82571
4434,4434,17439,0,82571
4435,4435,17439,0,82571
4436,4436,17439,0,82571
4437,4437,17439,0,82571
4438,4438,17439,0,82571
4439,4439,17439,0,82571
4440,4440,17439,0,82571
4441,4441,17439,0,82571
4442,4442,17439,0,82571
4443,4443,17439,0,82571
4444,4444,17439,0,82571
4445,4445,17439,0,82571
4446,4446,17439,0,82571
4447,4447,17439,0,82571
4448,4448,17439,0,82571
4449,4449,17439,0,82571
4450,4450,17439,0,82571
4451,4451,17439,0,82571
4452,4452,17439,0,82571
4453,4453,17439,0,82571
4454,4454,17439,0,82571
4455,4455,17439,0,82571
4456,4456,17439,0,82571
4457,4457,17439,0,82571
4458,4458,17439,0,82571
4459,4459,17439,0,82571
4460,4460,17439,0,82571
4461,4461,17439,0,82571
4462,4462,17439,0,82571
4463,4463,17439,0,82571
4464,4464,17439,0,82571
4465,4465,17439,0,82571
4466,4466,17439,0,82571
4467,4467,17439,0,82571
4468,4468,17439,0,82571
4469,4469,17439,0,82571
4470,4470,17439,0,82571
4471,4471,17439,0,82571
4472,4472,17439,0,82571
4473,4473,17439,0,82571
4474,4474,17439,0,82571
4475,4475,17439,0,82571
4476,4476,17439,0,82571
4477,4477,17439,0,82571
4478,4478,17439,0,82571
4479,4479,17439,0,82571
4480,4480,17439,0,82571
4481,4481,17439,0,82571
4482,4482,17439,0,82571
4483,4483,17439,0,82571
4484,4484,17439,0,82571
4485,4485,17439,0,82571
4486,4486,17439,0,82571
4487,4487,17439,0,82571
4488,4488,17439,0,82571
4489,4489,17439,0,82571
4490,4490,17439,0,82571
4491,4491,17439,0,82571
4492,4492,17439,0,82571
4493,4493,17439,0,82571
4494,4494,17439,0,82571
4495,4495,17439,0,82571
4496,4496,17439,0,82571
4497,4497,17439,0,82571
4498,4498,17439,0,82571
4499,4499,17439,0,82571
4500,4500,17439,0,82571
4501,4501,17439,0,82571
4502,4502,17439,0,82571
4503,4503,17439,0,82571
4504,4504,17439,0,82571
4505,4505,17439,0,82571
4506,4506,17439,0,82571
4507,4507,17439,0,82571
4508,4508,17439,0,82571
4509,4509,17439,0,82571
4510,4510,17439,0,82571
4511,4511,17439,0,82571
4512,4512,17439,0,82571
4513,4513,17439,0,82571
4514,4514,17439,0,82571
4515,4515,17439,0,82571
4516,4516,17439,0,82571
4517,4517,17439,0,82571
4518,4518,17439,0,82571
4519,4519,17439,0,82571
4520,4520,17439,0,82571
4521,4521,17439,0,82571
4522,4522,17439,0,82571
4523,4523,17439,0,82571
4524,4524,17439,0,82571
4525,4525,17439,0,82571
4526,4526,17439,0,82571
4527,4527,17439,0,82571
4528,4528,17439,0,82571
4529,4529,17439,0,82571
4530,4530,17439,0,82571
4531,4531,17439,0,82571
4532,4532,17439,0,82571
4533,4533,17439,0,82571
4534,4534,17439,0,82571
4535,4535,17439,0,82571
4536,4536,17439,0,82571
4537,4537,17439,0,82571
4538,4538,17439,0,82571
4539,4539,17439,0,82571
4540,4540,17439,0,82571
4541,4541,17439,0,82571
4542,4542,17439,0,82571
4543,4543,17439,0,82571
4544,4544,17439,0,82571
4545,4545,17439,0,82571
4546,4546,17439,0,82571
4547,4547,17439,0,82571
4548,4548,17439,0,82571
4549,4549,17439,0,82571
4550,4550,17439,0,82571
4551,4551,17439,0,82571
4552,4552,17439,0,82571
4553,4553,17439,0,82571
4554,4554,17439,0,82571
4555,4555,17439,0,82571
4556,4556,17439,0,82571
4557,4557,17439,0,82571
4558,4558,17439,0,82571
4559,4559,17439,0,82571
4560,4560,17439,0,82571
4561,4561,17439,0,82571
4562,4562,17439,0,82571
4563,4563,17439,0,82571
4564,4564,17439,0,82571
4565,4565,17439,0,82571
4566,4566,17439,0,82571
4567,4567,17439,0,82571
4568,4568,17439,0,82571
4569,4569,17439,0,82571
4570,4570,17439,0,82571
4571,4571,17439,0,82571
4572,4572,17439,0,82571
4573,4573,17439,0,82571
4574,4574,17439,0,82571
4575,4575,17439,0,82571
4576,4576,17439,0,82571
4577,4577,17439,0,82571
4578,4578,17439,0,82571
4579,4579,17439,0,82571
4580,4580,17439,0,82571
4581,4581,17439,0,82571
4582,4582,17439,0,82571
4583,4583,17439,0,82571
4584,4584,17439,0,82571
4585,4585,17439,0,82571
4586,4586,17439,0,82571
4587,4587,17439,0,82571
4588,4588,17439,0,82571
4589,4589,17439,0,82571
4590,4590,17439,0,82571
4591,4591,17439,0,82571
4592,4592,17439,0,82571
4593,4593,17439,0,82571
4594,4594,17439,0,82571
4595,4595,17439,0,82571
4596,4596,17439,0,82571
4597,4597,17439,0,82571
4598,4598,17439,0,82571
4599,4599,17439,0,82571
4600,4600,17439,0,82571
4601,4601,17439,0,82571
4602,4602,17439,0,82571
4603,4603,17439,0,82571
4604,4604,17439,0,82571
4605,4605,17439,0,82571
4606,4606,17439,0,82571
4607,4607,17439,0,82571
4608,4608,17439,0,82571
4609,4609,17439,0,82571
4610,4610,17439,0,82571
4611,4611,17439,0,82571
4612,4612,17439,0,82571
4613,4613,17439,0,82571
4614,4614,17439,0,82571
4615,4615,17439,0,82571
4616,4616,17439,0,82571
4617,4617,17439,0,82571
4618,4618,17439,0,82571
4619,4619,17439,0,82571
4620,4620,17439,0,82571
4621,4621,17439,0,82571
4622,4622,17439,0,82571
4623,4623,17439,0,82571
4624,4624,17439,0,82571
4625,4625,17439,0,82571
4626,4626,17439,0,82571
4627,4627,17439,0,82571
4628,4628,17439,0,82571
4629,4629,17439,0,82571
4630,4630,17439,0,82571
4631,4631,17439,0,82571
4632,4632,17439,0,82571
4633,4633,17439,0,82571
4634,4634,17439,0,82571
4635,4635,17439,0,82571
4636,4636,17439,0,82571
4637,4637,17439,0,82571
4638,4638,17439,0,82571
4639,4639,17439,0,82571
4640,4640,17439,0,82571
4641,4641,17439,0,82571
4642,4642,17439,0,82571
4643,4643,17439,0,82571
4644,4644,17439,0,82571
4645,4645,17439,0,82571
4646,4646,17439,0,82571
4647,4647,17439,0,82571
4648,4648,17439,0,82571
4649,4649,17439,0,82571
4650,4650,17439,0,82571
4651,4651,17439,0,82571
4652,4652,17439,0,82571
4653,4653,17439,0,82571
4654,4654,17439,0,82571
4655,4655,17439,0,82571
4656,4656,17439,0,82571
4657,4657,17439,0,82571
4658,4658,17439,0,82571
4659,4659,17439,0,82571
4660,4660,17439,0,82571
4661,4661,17439,0,82571
4662,4662,17439,0,82571
4663,4663,17439,0,82571
4664,4664,17439,0,82571
4665,4665,17439,0,82571
4666,4666,17439,0,82571
4667,4667,17439,0,82571
4668,4668,17439,0,82571
4669,4669,17439,0,82571
4670,4670,17439,0,82571
4671,4671,17439,0,82571
4672,4672,17439,0,82571
4673,4673,17439,0,82571
4674,4674,17439,0,82571
4675,4675,17439,0,82571
4676,4676,17439,0,82571
4677,4677,17439,0,82571
4678,4678,17439,0,82571
4679,4679,17439,0,82571
4680,4680,17439,0,82571
4681,4681,17439,0,82571
4682,4682,17439,0,82571
4683,4683,17439,0,82571
4684,4684,17439,0,82571
4685,4685,17439,0,82571
4686,4686,17439,0,82571
4687,4687,17439,0,82571
4688,4688,17439,0,82571
4689,4689,17439,0,82571
4690,4690,17439,0,82571
4691,4691,17439,0,82571
4692,4692,17439,0,82571
4693,4693,17439,0,82571
4694,4694,17439,0,82571
4695,4695,17439,0,82571
4696,4696,17439,0,82571
4697,4697,17439,0,82571
4698,4698,17439,0,82571
4699,4699,17439,0,82571
4700,4700,17439,0,82571
4701,4701,17439,0,82571
4702,4702,17439,0,82571
4703,4703,17439,0,82571
4704,4704,17439,0,82571
4705,4705,17439,0,82571
4706,4706,17439,0,82571
4707,4707,17439,0,82571
4708,4708,17439,0,82571
4709,4709,17439,0,82571
4710,4710,17439,0,82571
4711,4711,17439,0,82571
4712,4712,17439,0,82571
4713,4713,17439,0,82571
4714,4714,17439,0,82571
4715,4715,17439,0,82571
4716,4716,17439,0,82571
4717,4717,17439,0,82571
4718,4718,17439,0,82571
4719,4719,17439,0,82571
4720,4720,17439,0,82571
4721,4721,17439,0,82571
4722,4722,17439,0,82571
4723,4723,17439,0,82571
4724,4724,17439,0,82571
4725,4725,17439,0,82571
4726,4726,17439,0,82571
4727,4727,17439,0,82571
4728,4728,17439,0,82571
4729,4729,17439,0,82571
4730,4730,17439,0,82571
4731,4731,17439,0,82571
4732,4732,17439,0,82571
4733,4733,17439,0,82571
4734,4734,17439,0,82571
4735,4735,17439,0,82571
4736,4736,17439,0,82571
4737,4737,17439,0,82571
4738,4738,17439,0,82571
4739,4739,17439,0,82571
4740,4740,17439,0,82571
4741,4741,17439,0,82571
4742,4742,17439,0,82571
4743,4743,17439,0,82571
4744,4744,17439,0,82571
4745,4745,17439,0,82571
